"","x"
"1376","PIAS2"
"1377","AMPH"
"1378","ARAF"
"1379","MCCC1"
"1380","LAMP3"
"1381","FAP"
"1382","NEBL"
"1383","ACER3"
"1384","UBE2K"
"1385","PIK3C3"
"1386","N4BP2"
"1387","TIGAR"
"1388","TULP3"
"1389","SYNJ2"
"1390","ADCY2"
"1391","PPP2R5C"
"1392","PMS2P1"
"1393","RBFOX1"
"1394","GNB1"
"1395","EDN1"
"1396","MLLT10"
"1397","ZCWPW1"
"1398","ADCYAP1R1"
"1399","FGF20"
"1400","P2RY10"
"1401","ITM2A"
"1402","NRDC"
"1403","VDAC3"
"1404","PCM1"
"1405","TNRC6C"
"1406","CBFA2T2"
"1407","BRINP1"
"1408","ITCH"
"1409","PKD2L2"
"1410","TP53INP2"
"1411","SDF4"
"1412","MYH7B"
"1413","BPIFB2"
"1414","TP73"
"1415","TOLLIP"
"1416","UBE2D4"
"1417","CLUL1"
"1418","RUNX1T1"
"1419","CDH17"
"1420","THOC1"
"1421","FKBP7"
"1422","OSBPL6"
"1423","SLC1A3"
"1424","XRCC5"
"1425","LXN"
"1426","SP140"
"1427","MKNK1"
"1428","TNS1"
"1429","REXO1"
"1430","SAR1A"
"1431","CDC14A"
"1432","RAPGEF3"
"1433","CEACAM1"
"1434","SENP1"
"1435","DUSP13"
"1436","CIC"
"1437","LIPE"
"1438","FDFT1"
"1439","PAFAH1B3"
"1440","OPHN1"
"1441","AFM"
"1442","KIF22"
"1443","SCGN"
"1444","CARMIL1"
"1445","PGM1"
"1446","DDX1"
"1447","DNM2"
"1448","EPB41L2"
"1449","RIMS1"
"1450","MOXD1"
"1451","STX7"
"1452","RABL2B"
"1453","KEAP1"
"1454","DDX43"
"1455","PTPRH"
"1456","DCT"
"1457","SLC35C2"
"1458","CRYBG3"
"1459","EPHA6"
"1460","SCTR"
"1461","RFX3"
"1462","RIF1"
"1463","RAB21"
"1464","SLC4A4"
"1465","SMARCA2"
"1466","RDH8"
"1467","SESN1"
"1468","MID2"
"1469","PIH1D3"
"1470","COL5A3"
"1471","PUM3"
"1472","CPB2"
"1473","CHRNA3"
"1474","KCNN2"
"1475","CNOT4"
"1476","PSEN1"
"1477","CPOX"
"1478","CLDND1"
"1479","MOK"
"1480","HSP90AA1"
"1481","RBL1"
"1482","DLGAP4"
"1483","IGSF9B"
"1484","CFHR2"
"1485","CROCCP3"
"1486","NDC80"
"1487","AP4E1"
"1488","RSBN1"
"1489","MAGI3"
"1490","CXCL2"
"1491","AFP"
"1492","COL4A4"
"1493","TCF7"
"1494","OSTM1"
"1495","CDH7"
"1496","IMPG2"
"1497","PCNP"
"1498","EXD2"
"1499","ARG2"
"1500","MEF2C"
"1501","PTPRC"
"1502","CACNA1S"
"1503","PKP1"
"1504","UBA5"
"1505","STK17B"
"1506","CDC14B"
"1507","ZNF510"
"1508","LRP2"
"1509","JMJD4"
"1510","DUSP12"
"1511","AACS"
"1512","KIAA0141"
"1513","SLC13A1"
"1514","CADPS2"
"1515","HSPB11"
"1516","PHLPP1"
"1517","ATP8B1"
"1518","IL12RB2"
"1519","SMARCD3"
"1520","WDR70"
"1521","FYB"
"1522","MPP4"
"1523","STRADB"
"1524","BZW1"
"1525","PGR"
"1526","ME2"
"1527","C5orf22"
"1528","CCNT2"
"1529","FAM135A"
"1530","COL19A1"
"1531","EPB41L3"
"1532","COBLL1"
"1533","DLG3"
"1534","KCNK2"
"1535","SERTAD4"
"1536","TRAF5"
"1537","MRPL22"
"1538","GEMIN5"
"1539","OPRK1"
"1540","NFE2L1"
"1541","SEMA5B"
"1542","GSK3B"
"1543","ITGB5"
"1544","ERC1"
"1545","XPO1"
"1546","LINC01587"
"1547","RNF13"
"1548","TRPM3"
"1549","PALB2"
"1550","DOPEY1"
"1551","LYRM2"
"1552","BCKDHB"
"1553","KAT6A"
"1554","ZCCHC6"
"1555","ULK2"
"1556","GRHL2"
"1557","TNPO1"
"1558","PLOD1"
"1559","ITGAE"
"1560","DIS3"
"1561","PIBF1"
"1562","TDRD3"
"1563","AC000111.6"
"1564","NUFIP1"
"1565","PDS5B"
"1566","OXCT1"
"1567","RRAGB"
"1568","EPYC"
"1569","CYLD"
"1570","SLC27A5"
"1571","ZNF324"
"1572","ZNF671"
"1573","ZNF416"
"1574","ZNF586"
"1575","ZNF446"
"1576","ZNF264"
"1577","RPS5"
"1578","FAT1"
"1579","YTHDC1"
"1580","CHMP2B"
"1581","SMAP2"
"1582","PPIE"
"1583","ZMPSTE24"
"1584","STARD7"
"1585","NOA1"
"1586","REST"
"1587","HAL"
"1588","SSH1"
"1589","GSTP1"
"1590","APLP2"
"1591","FAM234B"
"1592","SLCO1A2"
"1593","WBP11"
"1594","EIF3I"
"1595","NKAIN1"
"1596","COL16A1"
"1597","TXLNA"
"1598","APOB"
"1599","NCOA1"
"1600","AGBL5"
"1601","EFR3B"
"1602","KIF3C"
"1603","RAB10"
"1604","GCKR"
"1605","HADHA"
"1606","MAPRE3"
"1607","CAD"
"1608","CD59"
"1609","CD82"
"1610","BCORL1"
"1611","ATRX"
"1612","TAF9"
"1613","FCN1"
"1614","MYNN"
"1615","MECOM"
"1616","SCAMP1"
"1617","PREP"
"1618","HACE1"
"1619","SEH1L"
"1620","WDR47"
"1621","WDFY1"
"1622","OVGP1"
"1623","SLC25A24"
"1624","MAP3K4"
"1625","PILRA"
"1626","IGSF9"
"1627","ABCB1"
"1628","ZNF213"
"1629","AKR1B1"
"1630","CPNE3"
"1631","RRN3"
"1632","CTTN"
"1633","WNT11"
"1634","MTIF2"
"1635","DDHD2"
"1636","TTC39A"
"1637","EPS15"
"1638","ORC1"
"1639","MGST2"
"1640","ATG16L1"
"1641","USP40"
"1642","POMGNT1"
"1643","RAD54L"
"1644","MAST2"
"1645","DNAJA1"
"1646","B4GALT1"
"1647","CHMP5"
"1648","NFX1"
"1649","AQP6"
"1650","DIMT1"
"1651","IPO11"
"1652","FOLH1B"
"1653","EIF2AK1"
"1654","EPDR1"
"1655","SNX10"
"1656","SEPHS1"
"1657","MRPL28"
"1658","HBQ1"
"1659","ITPKC"
"1660","CEACAM6"
"1661","FAT2"
"1662","RBM22"
"1663","TMED2"
"1664","ERO1B"
"1665","ZFAND6"
"1666","HSD17B2"
"1667","TXLNG"
"1668","PPEF1"
"1669","LAT2"
"1670","HUWE1"
"1671","ZW10"
"1672","MYBPC2"
"1673","NOX4"
"1674","ACOX3"
"1675","MTMR2"
"1676","PPP1R15A"
"1677","HSD17B14"
"1678","TRIP6"
"1679","ACHE"
"1680","FTL"
"1681","SRRT"
"1682","BAX"
"1683","NLK"
"1684","ADAMTS2"
"1685","TMPRSS11E"
"1686","ATXN7L3"
"1687","PGS1"
"1688","PSMC5"
"1689","UIMC1"
"1690","CETP"
"1691","MMP2"
"1692","MT3"
"1693","LPCAT2"
"1694","GNAO1"
"1695","OGFOD1"
"1696","SH3BP2"
"1697","NOP14"
"1698","ADD1"
"1699","L2HGDH"
"1700","TXNDC16"
"1701","C14orf166"
"1702","NID2"
"1703","GMCL1"
"1704","SF3B2"
"1705","KLHL42"
"1706","GNAS"
"1707","DNM1L"
"1708","PTHLH"
"1709","PHACTR3"
"1710","ERGIC2"
"1711","TFAP2C"
"1712","AURKA"
"1713","CASS4"
"1714","PIR"
"1715","AAMDC"
"1716","RFX2"
"1717","METTL2A"
"1718","SULT2B1"
"1719","ALG6"
"1720","CNOT3"
"1721","GP6"
"1722","PTPN4"
"1723","DDX18"
"1724","KHSRP"
"1725","GNA11"
"1726","ASAP3"
"1727","EDEM2"
"1728","DNMT3B"
"1729","REM1"
"1730","TPX2"
"1731","FER1L4"
"1732","PDRG1"
"1733","EPB41L1"
"1734","SLC15A1"
"1735","DOCK9"
"1736","ANKRD10"
"1737","TGDS"
"1738","DOCK3"
"1739","C3orf18"
"1740","COQ9"
"1741","TMEM40"
"1742","KIF9"
"1743","ARHGAP28"
"1744","CRLS1"
"1745","DEFB127"
"1746","PPP1R13B"
"1747","ATRN"
"1748","SMOX"
"1749","SIGLEC1"
"1750","NSFL1C"
"1751","SLC4A11"
"1752","C20orf194"
"1753","ZNF343"
"1754","EBF4"
"1755","CPXM1"
"1756","MAVS"
"1757","LZTS3"
"1758","F11"
"1759","XRN2"
"1760","KIZ"
"1761","DYNLL1"
"1762","TESC"
"1763","SNX5"
"1764","RPL6"
"1765","SIRPG"
"1766","MAPKAPK5"
"1767","P2RX7"
"1768","ESF1"
"1769","RBBP9"
"1770","ANAPC5"
"1771","SLC23A2"
"1772","SLC8B1"
"1773","TMEM230"
"1774","DZANK1"
"1775","KDM2B"
"1776","CFAP61"
"1777","LHX5"
"1778","TASP1"
"1779","OAS1"
"1780","GCN1"
"1781","RPLP0"
"1782","PXN"
"1783","SIRT4"
"1784","RPH3A"
"1785","KIF16B"
"1786","TRMT6"
"1787","CHGB"
"1788","PEBP1"
"1789","TBX5"
"1790","BRAP"
"1791","ERP29"
"1792","NOS1"
"1793","FUS"
"1794","IGBP1"
"1795","FXYD5"
"1796","ZNF302"
"1797","GRAMD1A"
"1798","FXYD3"
"1799","HEPH"
"1800","CDIP1"
"1801","KCNH4"
"1802","GANAB"
"1803","GMIP"
"1804","RBM41"
"1805","BIRC5"
"1806","LAG3"
"1807","MLF2"
"1808","OTUB2"
"1809","DDX24"
"1810","ZBTB25"
"1811","NECAP1"
"1812","ARHGAP4"
"1813","ANKRD24"
"1814","DHX32"
"1815","RCOR1"
"1816","GPATCH2L"
"1817","LTBP4"
"1818","BLVRB"
"1819","SLC9A1"
"1820","SPTLC1"
"1821","PAPOLA"
"1822","CCNK"
"1823","PCBP4"
"1824","RGS1"
"1825","YPEL3"
"1826","MRPS33"
"1827","NDUFB2"
"1828","NUDC"
"1829","MAEA"
"1830","ICAM1"
"1831","STRN4"
"1832","IRAK3"
"1833","LYZ"
"1834","SI"
"1835","MUL1"
"1836","TFAP4"
"1837","PDCD7"
"1838","SPG21"
"1839","FETUB"
"1840","DNAJB11"
"1841","P3H2"
"1842","THPO"
"1843","RAB11FIP3"
"1844","GNPTG"
"1845","ZNF268"
"1846","GOLGA3"
"1847","PABPC4"
"1848","CD209"
"1849","CERS4"
"1850","MCOLN1"
"1851","USP48"
"1852","EFNB1"
"1853","PDPR"
"1854","AARS"
"1855","GLG1"
"1856","KIF4A"
"1857","TNRC6A"
"1858","PLEKHG2"
"1859","DLL3"
"1860","NAT14"
"1861","PITPNM2"
"1862","EXOC1"
"1863","POU4F3"
"1864","OSBPL8"
"1865","DTX2"
"1866","NLRC4"
"1867","PUS7"
"1868","LAMB4"
"1869","NRCAM"
"1870","LAMB1"
"1871","SLC26A4"
"1872","SLC26A3"
"1873","DLD"
"1874","WDR7"
"1875","TXNL1"
"1876","IL5RA"
"1877","LOC105369239"
"1878","CMTM6"
"1879","ITGA6"
"1880","RAPGEF4"
"1881","ZAK"
"1882","SMPX"
"1883","FH"
"1884","SEL1L3"
"1885","TF"
"1886","CDV3"
"1887","MYO15A"
"1888","ALKBH5"
"1889","APOH"
"1890","NLRP1"
"1891","PITPNM3"
"1892","SPAG7"
"1893","ORC6"
"1894","ZFHX4"
"1895","SLC17A6"
"1896","CPA1"
"1897","ZC3HC1"
"1898","ESR1"
"1899","RGS17"
"1900","ANGPT2"
"1901","TMEM101"
"1902","CD200"
"1903","CCDC80"
"1904","CMA1"
"1905","PSME1"
"1906","PPP2R3C"
"1907","JPH4"
"1908","MYH7"
"1909","CEBPE"
"1910","SLC7A8"
"1911","OSGEP"
"1912","SLC22A17"
"1913","RNF31"
"1914","SCFD1"
"1915","G2E3"
"1916","HECTD1"
"1917","HNRNPC"
"1918","RPGRIP1"
"1919","SUPT16H"
"1920","TOX4"
"1921","GEMIN2"
"1922","TGM1"
"1923","TINF2"
"1924","DAZL"
"1925","TBL1Y"
"1926","SEMA6A"
"1927","TRPM7"
"1928","TYRO3"
"1929","WDR76"
"1930","SNAP23"
"1931","TBX15"
"1932","PHGDH"
"1933","COL9A3"
"1934","EZR"
"1935","MYL6"
"1936","AGO1"
"1937","TEKT2"
"1938","CLSPN"
"1939","RFFL"
"1940","UNC13D"
"1941","MFSD11"
"1942","DPYSL2"
"1943","TGFB2"
"1944","GPATCH2"
"1945","NUP50"
"1946","CDC45"
"1947","COMT"
"1948","CECR1"
"1949","VNN3"
"1950","ECHDC1"
"1951","LRRFIP2"
"1952","SEC22C"
"1953","XYLB"
"1954","HDAC6"
"1955","OR1I1"
"1956","GABRP"
"1957","CDC6"
"1958","UPRT"
"1959","CDC23"
"1960","AAAS"
"1961","CBX5"
"1962","FMO2"
"1963","SUCO"
"1964","MSH2"
"1965","MAP3K1"
"1966","DHPS"
"1967","HOOK2"
"1968","NXPE1"
"1969","ARCN1"
"1970","EPB41L4B"
"1971","TMEM38B"
"1972","PSMD5"
"1973","PTGS1"
"1974","NUP188"
"1975","CRAT"
"1976","SH2D3C"
"1977","NANS"
"1978","TBC1D2"
"1979","WHRN"
"1980","PDE6C"
"1981","CWF19L1"
"1982","SEMA4G"
"1983","BTAF1"
"1984","IKZF5"
"1985","BLNK"
"1986","TLL2"
"1987","CYP26A1"
"1988","TDRD1"
"1989","SORBS1"
"1990","CRTAC1"
"1991","BAMBI"
"1992","IL11"
"1993","MYO3A"
"1994","WAC"
"1995","CREM"
"1996","NUBP2"
"1997","TPSD1"
"1998","SMIM24"
"1999","HIVEP1"
"2000","TREM2"
"2001","KCNK16"
"2002","CRISP3"
"2003","FKBP5"
"2004","SRPK1"
"2005","BRPF3"
"2006","MRPS18A"
"2007","PGC"
"2008","TMEM14A"
"2009","EFHC1"
"2010","NCR2"
"2011","HSP90AB1"
"2012","MLN"
"2013","CDC5L"
"2014","ITPR3"
"2015","ZNF184"
"2016","DSP"
"2017","SIRT1"
"2018","HNRNPH3"
"2019","IFT74"
"2020","JAK2"
"2021","IL12RB1"
"2022","ABL1"
"2023","ACOT7"
"2024","SH3GLB1"
"2025","CDC7"
"2026","SYDE2"
"2027","PCSK5"
"2028","SCD"
"2029","TMED1"
"2030","ABLIM1"
"2031","ERMP1"
"2032","RAB18"
"2033","NRP1"
"2034","HSD17B7P2"
"2035","PRTFDC1"
"2036","PALMD"
"2037","TSPAN15"
"2038","H2AFY2"
"2039","FAM21A"
"2040","MAST3"
"2041","MZF1"
"2042","OCEL1"
"2043","MYO9B"
"2044","KCNK6"
"2045","CATSPERG"
"2046","PSMD8"
"2047","FBXL19"
"2048","STX1B"
"2049","HSD3B7"
"2050","SETD1A"
"2051","BCL7C"
"2052","MAGEB2"
"2053","CIRBP"
"2054","ATP5D"
"2055","CBARP"
"2056","PCDH11Y"
"2057","AMELY"
"2058","PRKY"
"2059","IGFALS"
"2060","HNRNPM"
"2061","MARCH2"
"2062","NDUFB7"
"2063","TECR"
"2064","TIMM13"
"2065","CDC34"
"2066","MISP"
"2067","CEP170B"
"2068","POLR2E"
"2069","POLRMT"
"2070","HCN2"
"2071","CDHR5"
"2072","IZUMO4"
"2073","RASSF7"
"2074","GADD45B"
"2075","PALM"
"2076","MADCAM1"
"2077","IGF2-AS"
"2078","MKNK2"
"2079","ARVCF"
"2080","TRMT2A"
"2081","RANBP1"
"2082","ZDHHC8"
"2083","KLHL22"
"2084","MED15"
"2085","SERPIND1"
"2086","SNAP29"
"2087","CRKL"
"2088","LZTR1"
"2089","MMP11"
"2090","CECR2"
"2091","SMARCB1"
"2092","P2RX6"
"2093","DERL3"
"2094","SLC7A4"
"2095","BCL2L13"
"2096","DDTL"
"2097","DDT"
"2098","OSM"
"2099","CABIN1"
"2100","TBC1D10A"
"2101","SUSD2"
"2102","SF3A1"
"2103","GGT5"
"2104","RNF215"
"2105","SEC14L2"
"2106","SEC14L3"
"2107","PPIL2"
"2108","UPB1"
"2109","YPEL1"
"2110","SNRPD3"
"2111","PES1"
"2112","MAPK1"
"2113","PRODH"
"2114","PPM1F"
"2115","SLC35E4"
"2116","TOP3B"
"2117","CRYBB3"
"2118","CYTH4"
"2119","DGCR14"
"2120","CRYBB2P1"
"2121","MFNG"
"2122","CARD10"
"2123","LRP5L"
"2124","SLC25A1"
"2125","GRK3"
"2126","PLA2G3"
"2127","LGALS2"
"2128","GGA1"
"2129","SH3BP1"
"2130","SEZ6L"
"2131","LGALS1"
"2132","HPS4"
"2133","PIK3IP1"
"2134","SRRD"
"2135","PATZ1"
"2136","TRIOBP"
"2137","TFIP11"
"2138","GCAT"
"2139","GGTLC2"
"2140","CRYBB1"
"2141","ANKRD54"
"2142","EIF3L"
"2143","SNU13"
"2144","MICALL1"
"2145","POLR2F"
"2146","SOX10"
"2147","CCDC134"
"2148","DEPDC5"
"2149","PICK1"
"2150","TTC28"
"2151","SLC16A8"
"2152","CENPM"
"2153","SEPT3"
"2154","SLC5A1"
"2155","TPTEP1"
"2156","SLC5A4"
"2157","KDELR3"
"2158","CYP2D6"
"2159","DDX17"
"2160","DMC1"
"2161","TCF20"
"2162","HSCB"
"2163","CBY1"
"2164","TOMM22"
"2165","RSPH14"
"2166","XBP1"
"2167","RTCB"
"2168","JOSD1"
"2169","FBXO7"
"2170","GTPBP1"
"2171","POLDIP3"
"2172","RAB36"
"2173","TIMP3"
"2174","PPP6R2"
"2175","SBF1"
"2176","SUN2"
"2177","CYB5R3"
"2178","C22orf31"
"2179","MIOX"
"2180","LMF2"
"2181","RHBDD3"
"2182","PACSIN2"
"2183","TTLL1"
"2184","RASL10A"
"2185","AP1B1"
"2186","HMGXB4"
"2187","TOM1"
"2188","NEFH"
"2189","BIK"
"2190","HMOX1"
"2191","MCAT"
"2192","THOC5"
"2193","MCM5"
"2194","APOBEC3H"
"2195","ARSA"
"2196","TSPO"
"2197","RASD2"
"2198","TTLL12"
"2199","CBX7"
"2200","PDGFB"
"2201","ACR"
"2202","CABP7"
"2203","RPL3"
"2204","ZMAT5"
"2205","RBFOX2"
"2206","SYNGR1"
"2207","TAB1"
"2208","ASCC2"
"2209","MTMR3"
"2210","MIEF1"
"2211","APOL4"
"2212","PNPLA5"
"2213","APOL1"
"2214","PNPLA3"
"2215","MYH9"
"2216","CACNA1I"
"2217","SAMM50"
"2218","TXN2"
"2219","FOXRED2"
"2220","GRAP2"
"2221","EIF3D"
"2222","TNRC6B"
"2223","SGSM3"
"2224","IFT27"
"2225","PVALB"
"2226","KIAA0930"
"2227","NCF4"
"2228","CSF2RB"
"2229","SLC25A17"
"2230","UPK3A"
"2231","FAM118A"
"2232","KCTD17"
"2233","ST13"
"2234","IL2RB"
"2235","RBX1"
"2236","EP300"
"2237","L3MBTL2"
"2238","CHADL"
"2239","RANGAP1"
"2240","ZC3H7B"
"2241","PHF5A"
"2242","ACO2"
"2243","POLR3H"
"2244","TRMU"
"2245","PMM1"
"2246","DESI1"
"2247","CERK"
"2248","BRD1"
"2249","ZBED4"
"2250","MLC1"
"2251","KCNK10"
"2252","ABHD4"
"2253","KHNYN"
"2254","FKBP3"
"2255","SDR39U1"
"2256","CTSG"
"2257","GZMH"
"2258","GZMB"
"2259","RBM23"
"2260","PRMT5"
"2261","COCH"
"2262","AP4S1"
"2263","POLE2"
"2264","VCPKMT"
"2265","SOS2"
"2266","CDKL1"
"2267","NIN"
"2268","PYGL"
"2269","TRIM9"
"2270","PSMC6"
"2271","GNPNAT1"
"2272","DDHD1"
"2273","CDKN3"
"2274","CNIH1"
"2275","CGRRF1"
"2276","ATP6V1D"
"2277","C14orf105"
"2278","PLEK2"
"2279","PIGH"
"2280","LRRC74A"
"2281","PSMA3"
"2282","VTI1B"
"2283","TIMM9"
"2284","GSTZ1"
"2285","KIAA0586"
"2286","TMED8"
"2287","SAMD15"
"2288","AHSA1"
"2289","DAAM1"
"2290","ISM2"
"2291","SPTLC2"
"2292","RIN3"
"2293","LGMN"
"2294","ALKBH1"
"2295","SNW1"
"2296","CHGA"
"2297","ITPK1"
"2298","DHRS7"
"2299","PPM1A"
"2300","SIX4"
"2301","GALNT16"
"2302","ASB2"
"2303","CEP128"
"2304","ERH"
"2305","HIF1A"
"2306","SUSD6"
"2307","SRSF5"
"2308","SLC10A1"
"2309","EIF5"
"2310","SERPINA4"
"2311","SLC8A3"
"2312","DICER1"
"2313","ZFYVE21"
"2314","MTHFD1"
"2315","TCL1A"
"2316","ZC3H14"
"2317","TELO2"
"2318","PCNX1"
"2319","BDKRB1"
"2320","GSKIP"
"2321","VRK1"
"2322","PSMC1"
"2323","PAPLN"
"2324","RPS6KA5"
"2325","PPP4R3A"
"2326","C14orf93"
"2327","PSMB5"
"2328","YY1"
"2329","ACIN1"
"2330","CCNB1IP1"
"2331","TRIP11"
"2332","APEX1"
"2333","EFS"
"2334","ARHGAP5"
"2335","CINP"
"2336","DHRS2"
"2337","SRP54"
"2338","CPNE6"
"2339","CHD8"
"2340","PCK2"
"2341","KIAA0391"
"2342","DCAF11"
"2343","NFKBIA"
"2344","EMC9"
"2345","PSME2"
"2346","BRMS1L"
"2347","REC8"
"2348","SEC23A"
"2349","GMPR2"
"2350","PNN"
"2351","RABGGTA"
"2352","NFATC4"
"2353","PLTP"
"2354","PCIF1"
"2355","GSS"
"2356","MMP9"
"2357","VSX1"
"2358","TRPC4AP"
"2359","PYGB"
"2360","ABHD12"
"2361","PROCR"
"2362","GINS1"
"2363","NINL"
"2364","CD40"
"2365","UQCC1"
"2366","ZMYND8"
"2367","SGK2"
"2368","IFT52"
"2369","MYBL2"
"2370","R3HDML"
"2371","HNF4A"
"2372","NDRG3"
"2373","SLA2"
"2374","NFATC2"
"2375","RIMS4"
"2376","PABPC1L"
"2377","STK4"
"2378","SALL4"
"2379","ADNP"
"2380","PFDN4"
"2381","DOK5"
"2382","CSTF1"
"2383","BMP7"
"2384","RAE1"
"2385","TPD52L2"
"2386","DNAJC5"
"2387","NELFCD"
"2388","CTSZ"
"2389","PRPF6"
"2390","TUBB1"
"2391","PRELID3B"
"2392","HRH3"
"2393","MTG2"
"2394","PSMA7"
"2395","SLCO4A1"
"2396","NTSR1"
"2397","MRGBP"
"2398","TCFL5"
"2399","DIDO1"
"2400","GID8"
"2401","SLC17A9"
"2402","BIRC7"
"2403","NKAIN4"
"2404","ARFGAP1"
"2405","AVP"
"2406","COL20A1"
"2407","LOC102723788"
"2408","EEF1A2"
"2409","PTK6"
"2410","GMEB2"
"2411","C20orf27"
"2412","SPEF1"
"2413","CDC25B"
"2414","ISM1"
"2415","RNF24"
"2416","ARFRP1"
"2417","NDUFAF5"
"2418","SEL1L2"
"2419","TRIB3"
"2420","RASSF2"
"2421","CSNK2A1"
"2422","SLC52A3"
"2423","ANGPT4"
"2424","RSPO4"
"2425","CDS2"
"2426","PROKR2"
"2427","HM13"
"2428","SNPH"
"2429","MYLK2"
"2430","SEC23B"
"2431","FERMT1"
"2432","HAO1"
"2433","PDYN"
"2434","CCM2L"
"2435","PLCB4"
"2436","MYL9"
"2437","HCK"
"2438","TM9SF4"
"2439","TLDC2"
"2440","CRNKL1"
"2441","POFUT1"
"2442","SAMHD1"
"2443","PAK5"
"2444","KIF3B"
"2445","MROH8"
"2446","NOP56"
"2447","MANBAL"
"2448","IDH3B"
"2449","MAPRE1"
"2450","JAG1"
"2451","CDK5RAP1"
"2452","SNTA1"
"2453","OXT"
"2454","TTI1"
"2455","E2F1"
"2456","RPRD1B"
"2457","PXMP4"
"2458","CHMP4B"
"2459","BPI"
"2460","CST9L"
"2461","SLC32A1"
"2462","CST3"
"2463","ASIP"
"2464","CST4"
"2465","ACTR5"
"2466","WFDC2"
"2467","AHCY"
"2468","PPP1R16B"
"2469","SPINT3"
"2470","FAM83D"
"2471","DHX35"
"2472","DNTTIP1"
"2473","MAP1LC3A"
"2474","SYNDIG1"
"2475","PIGU"
"2476","TNNC2"
"2477","ACOT8"
"2478","APMAP"
"2479","CELF4"
"2480","ZNF516"
"2481","CDH20"
"2482","ADNP2"
"2483","USP14"
"2484","VAPA"
"2485","METTL4"
"2486","LPIN2"
"2487","SMCHD1"
"2488","MYOM1"
"2489","MYL12A"
"2490","CEP76"
"2491","ST8SIA5"
"2492","CEP192"
"2493","RNMT"
"2494","SMAD7"
"2495","LIPG"
"2496","LAMA1"
"2497","RNF125"
"2498","ANKRD12"
"2499","NOL4"
"2500","POLI"
"2501","MIB1"
"2502","RBBP8"
"2503","RIOK3"
"2504","CSTF2"
"2505","H2BFM"
"2506","MXRA5"
"2507","VSIG1"
"2508","PSMD10"
"2509","ATG4A"
"2510","STS"
"2511","TBL1X"
"2512","GPR143"
"2513","PGRMC1"
"2514","POLA1"
"2515","MID1"
"2516","NKAP"
"2517","RHOXF1"
"2518","NXT2"
"2519","GUCY2F"
"2520","ATP1B4"
"2521","ALG13"
"2522","PRPS2"
"2523","TLR8"
"2524","MOSPD1"
"2525","AMMECR1"
"2526","CHRDL1"
"2527","WDR13"
"2528","SUV39H1"
"2529","PAGE4"
"2530","SRPX"
"2531","GLRA2"
"2532","XIAP"
"2533","STAG2"
"2534","ATP11C"
"2535","MCF2"
"2536","F9"
"2537","ABCD1"
"2538","CCDC22"
"2539","CACNA1F"
"2540","SYP"
"2541","PLP2"
"2542","BMX"
"2543","LUZP4"
"2544","PLS3"
"2545","RENBP"
"2546","ELF4"
"2547","SMARCA1"
"2548","MTMR8"
"2549","ASB9"
"2550","ZC3H12B"
"2551","RBBP7"
"2552","PPP1R2P9"
"2553","KCND1"
"2554","OPN1LW"
"2555","SLC25A14"
"2556","FMR1"
"2557","PIM2"
"2558","SCML2"
"2559","SLC35A2"
"2560","PQBP1"
"2561","RS1"
"2562","PCSK1N"
"2563","EMD"
"2564","TAZ"
"2565","RAB40AL"
"2566","PGK1"
"2567","GATA1"
"2568","MAGT1"
"2569","SMS"
"2570","PHEX"
"2571","UBL4A"
"2572","CD99L2"
"2573","EEA1"
"2574","GPR50"
"2575","RP2"
"2576","JADE3"
"2577","CDK16"
"2578","USP11"
"2579","PCYT1B"
"2580","BRS3"
"2581","HTATSF1"
"2582","VGLL1"
"2583","CD40LG"
"2584","TIMP1"
"2585","KLHL4"
"2586","GABRE"
"2587","PCDH11X"
"2588","FGD1"
"2589","PIN4"
"2590","PORCN"
"2591","ITIH6"
"2592","MAGED2"
"2593","RBM3"
"2594","KLF8"
"2595","SRPX2"
"2596","SYTL4"
"2597","ZDHHC15"
"2598","CENPI"
"2599","DRP2"
"2600","TAF7L"
"2601","PBDC1"
"2602","GLA"
"2603","ARMCX3"
"2604","BEX4"
"2605","KIAA0226L"
"2606","NALCN"
"2607","FGF14"
"2608","HTR2A"
"2609","NDFIP2"
"2610","TNFSF13B"
"2611","FNDC3A"
"2612","MLNR"
"2613","CDADC1"
"2614","CAB39L"
"2615","KLF5"
"2616","STK24"
"2617","ACP5"
"2618","DNAJC3"
"2619","UGGT2"
"2620","ARHGEF7"
"2621","FGF9"
"2622","SGCG"
"2623","PARP4"
"2624","SUPT20H"
"2625","MRPS31"
"2626","SLC25A15"
"2627","KPNA3"
"2628","FLT1"
"2629","RGCC"
"2630","VWA8"
"2631","DGKH"
"2632","KATNAL1"
"2633","INTS6"
"2634","ACOD1"
"2635","DHRS12"
"2636","MEDAG"
"2637","TSC22D1"
"2638","CLN5"
"2639","OLFM4"
"2640","MSLN"
"2641","MGRN1"
"2642","ZNF629"
"2643","TRADD"
"2644","HSF4"
"2645","CORO1A"
"2646","MAPK3"
"2647","GDPD3"
"2648","ELMO3"
"2649","MT4"
"2650","PHKB"
"2651","LYRM1"
"2652","NUTF2"
"2653","NUP93"
"2654","CENPT"
"2655","TSNAXIP1"
"2656","NFAT5"
"2657","LONP2"
"2658","N4BP1"
"2659","CBLN1"
"2660","ARL2BP"
"2661","PLLP"
"2662","ZNF423"
"2663","CCL22"
"2664","DHODH"
"2665","CCL17"
"2666","CTCF"
"2667","ACD"
"2668","POLR2C"
