MAARS_1_012_03	MAARS_1_029_03	MAARS_1_031_03	MAARS_1_033_03	MAARS_1_035_03	MAARS_1_036_03	MAARS_1_038_03	MAARS_1_040_03	MAARS_1_042_03	MAARS_1_043_03	MAARS_1_048_03	MAARS_1_053_03	MAARS_1_056_03	MAARS_1_059_03	MAARS_1_060_03	MAARS_1_063_03	MAARS_1_065_03	MAARS_1_069_03	MAARS_1_070_03	MAARS_1_073_03
PTCD3	7.15014922292712	7.22078880543714	7.19182731509004	7.01900106198368	7.22267774699869	6.97862084443146	7.04758917017604	7.19820191655654	7.20390133444336	7.26265301253585	6.85140412804629	7.24390184088013	7.35052546402345	7.12408088518458	6.95660822538609	6.93541317858858	7.22597251032339	7.01519353363445	7.16255828606212	7.01553224773986
IMMT	8.02436192763468	8.09276483758217	8.10363066380961	8.19178516992897	7.92827175172649	7.85929145352812	8.12004017932808	8.07518075820656	8.00204533392027	7.92056494042032	7.99157169766166	8.02523730721127	7.90336543122557	8.05810102683202	7.86202149892703	8.01902993171158	7.90594273448029	7.89111364978889	8.03305610279775	8.06059357909421
MRPL35	8.18809003372427	7.73231808176183	7.89233021127419	8.18695975619067	7.75492045231718	7.84312162298612	7.60714739687577	8.21378133103337	7.96365640024954	7.93218304904008	7.95166371121524	7.63188550358959	7.64420765527796	8.03610011196258	7.8245812087657	7.83865047764598	7.72381234351785	7.5729542007815	7.62256811064928	8.06458835225683
IQCA1	3.81166540594619	3.7839019510027	3.63481412186063	3.85783338788515	3.57360495635559	3.62477273862513	3.75858608814382	3.75368307783845	3.71596847411701	3.78410570537815	3.99672308863485	3.6718862593613	3.79641192692816	3.70101873469766	3.98572770356873	3.96228431368394	3.94136023356259	4.37090884689895	3.6734047005224	3.69881632487712
ILKAP	5.93796534636686	6.17654460958474	5.79925190283629	5.66432338203932	5.85856709972553	5.84305823476724	6.07679366562601	6.07325040592146	6.01415931055321	6.37862081651585	5.90654459833952	6.25335146839215	6.09316842151574	5.33093188126698	5.84144188792981	5.69618643994056	5.96778088350214	5.96060847025435	5.8927059141462	5.9755842909457
PER2	7.4387197297878	8.19206950189779	7.40562212669725	7.80719571243022	7.94711566332373	7.98914279444464	7.97753295919291	7.35077538771741	7.73381045928576	7.97762843196764	7.66711725346233	8.05659010330666	8.10623028183585	7.31259096937969	7.55448717194778	7.54599767052588	7.60364869096112	7.29515746733482	7.50806843655015	7.56213648552122
RAMP1	5.35534765921476	4.95069699333572	5.11735897773747	5.04027693999808	4.85934258896699	4.87701345057542	5.35763223116755	4.99106712657485	5.24518297254142	5.09222354363703	5.28230772340478	4.9743636404319	4.74595567835961	5.25882955618961	4.75574752084429	5.25489321266417	4.93080278308504	5.74308832366407	4.49434303947671	5.29220808803412
PTPRE	6.62717595811695	6.41468418365354	6.29280344776352	6.07600247503361	6.46964670277991	6.25580968389828	6.43516370516294	6.40520416058801	5.84629629249486	6.42871862413951	6.0391282813662	6.28445635170779	6.35635585957263	6.45940726828713	6.65392969280334	6.61753240501154	6.75222130367646	6.74634681609774	6.53284288012566	6.18374854161143
RAN	6.96359401423723	7.00221249680765	7.04558898941586	6.87238333165615	6.89639729048008	7.0402020713597	7.11021751103917	7.05904047220868	6.87830297371564	7.32839304536287	6.99165086123608	7.10027064981782	7.15569398857941	6.96417047208811	6.99471195534098	7.01800681255527	7.06778765082512	7.05653895601923	6.87354205840168	7.15793687658553
PRKAA1	7.30659788001951	7.33577669639378	7.10800118134632	7.22361770783351	7.25736744203575	7.31611447280832	7.37144551100811	7.24125467439947	7.30112858523132	7.37753977910365	7.25782367845234	7.3349639299127	7.22813069771779	7.36821155374483	7.17936685274305	7.37413512694759	7.27793187378717	7.26270203224477	7.32635511661918	7.31939142016801
CARD6	4.48295171635623	4.33643925196594	5.09897791920712	4.93039796791523	4.55743429706444	4.77429384560001	4.73742583221479	4.46313809533474	4.57010515209661	4.56357172621641	4.60193680331825	4.98488645287529	4.43049744201312	5.47713670979764	4.71717742603651	5.32673937086299	4.97909914970148	4.68237434335054	4.43332711358691	4.66138038261039
RAP1GAP2	5.63239504635266	5.57442031887734	5.80548543443759	5.9926411133064	5.52464584247918	6.00731724716803	5.87901670311319	5.39819223173486	5.93174851980489	5.61219540735245	5.36153317905347	5.75369560218216	5.71146641229933	5.97232547473863	5.94672464947004	5.47190919196167	6.00368869832248	6.17925523582534	5.92055934863315	5.84777475919179
CLUH	7.86601695383808	7.85886740682225	7.30951030385308	7.35714566811976	7.58445908372242	7.25656180999081	7.6265442682822	7.51227855999612	7.02192553742943	7.34517426396658	7.50281244162296	7.68026466755966	7.56861269381295	7.41245786732858	7.09663654533445	7.42029578442746	7.46925061058676	7.23651346373549	7.64106676680681	7.61202435203654
INPP5K	6.76519235439383	6.81672999684512	6.96546244315574	6.88752289812685	6.82170843003002	6.76187425652775	6.92024407518343	7.06950596759352	6.96814222712158	6.89851428179801	7.07868909732507	6.93130425976323	6.60605884883365	6.81825351027348	6.66371880772479	6.68310090597682	6.97818888375889	6.81497459203204	6.94773354457951	6.5168327756435
MYBBP1A	6.99750931028922	7.00824658047937	6.76622139341425	6.87477990950433	6.77680757679778	6.87874049160566	6.93577886773393	7.1142666911008	6.58445361048174	6.90055901693668	6.82157794664739	7.0808444588733	7.03448180417177	6.76050078137571	6.74858634426652	6.73282976872753	7.03528540507422	6.77392089126724	7.00067703464473	6.98154515490884
RPA1	8.2084374418619	8.32098958516947	8.46382034335829	8.61172687443536	8.37517249330943	8.34274878183341	8.28348704234717	8.39895242427777	8.29262421372249	8.18307294503283	8.3588316930477	8.46709072235668	8.4467793628881	8.49991220901281	8.39405655395569	8.21670321796336	8.28735223181769	8.28899215093029	8.21308869654567	8.67135589665505
SERPINF1	10.1495736356659	9.88785619247455	10.2351296069436	10.0402279800627	10.1754632503457	10.4051993916681	10.454306494451	9.7176881241027	10.0219845994751	10.0878750629033	10.1187596686528	10.2584416632676	10.038332962724	10.5051793012623	10.6552986967946	10.6423263905118	10.4991726966461	10.313190352523	10.4259545369955	9.95763190217665
UBE2G1	9.3898981890879	9.39417388114074	9.33002450376149	9.58601248765264	9.33624050312556	9.48835773570252	9.5549775631801	9.39280928401296	9.46664092440348	9.48888182274671	9.6403984673088	9.37829094333794	9.25877083343351	9.57978801168334	9.31222476607056	9.53955907907358	9.29108429112509	9.21337879484872	9.23090745695504	9.60752315759286
EEFSEC	6.65403832953703	7.03834905197133	6.81779935838995	6.72489730737467	6.8231296604158	6.84993591659763	6.66901218866302	6.93567170044841	6.7894725390424	6.53775862102241	6.58485880681448	7.05516887841945	6.63745633217548	6.4776735201011	6.5507942401893	6.7040471280652	6.7608839512139	6.94659907583553	6.68129240355474	6.85403860586359
TBC1D14	7.89536201422284	8.08539003215255	8.05684707597381	8.01118125815134	7.97495612591355	7.83122260423479	8.07171354411909	8.04311282723835	8.01556273412251	7.79536711208297	7.99223700091641	7.98399354550949	7.95301666024996	8.00458046887992	7.80062583417703	7.88793285126895	7.85033737582075	8.01864490960646	7.79048448108545	8.02345177387815
TMEM128	6.73339850813411	6.61913322792873	6.31001436870148	6.46056346255877	6.56140636114161	6.44085081023986	6.20443743728434	6.3020945405411	6.37069977729875	6.61376547514737	6.35033518012027	6.66326997013964	6.48824818202118	6.20246463367757	6.38233963674475	6.3491374675289	6.59629334145162	6.27879280239513	6.31493588297022	6.41981129096773
COQ3	5.28996542646879	5.25590258281876	5.28594955070261	5.18539019799115	5.11946727251491	5.38027275343163	5.09694140749632	5.08287697957806	5.36996556050031	5.35083151501851	4.8221023738865	5.16722900736102	5.2974052476589	5.30599427526337	5.15211323799503	5.14006444020518	4.79859510114643	4.88023277262113	4.78322368857891	5.4223091990438
PNISR	8.35763242330472	8.26425256338453	8.18148693267877	7.83135265861952	8.22050492641735	8.18400397988762	8.02268440883498	8.24572875665256	8.12306661711091	8.49597721988509	7.87935402671634	8.41497006391483	8.5000596476601	7.86591410900183	8.08812590321394	8.15392405842995	8.46328801907877	8.0050183127992	8.47775701315726	8.11334146390328
POPDC3	2.13257612974129	2.03528657831282	2.36886562813219	2.30230801848626	2.09594633837228	2.408050401831	1.98515472831084	2.35699390948128	2.64576511754039	2.06162986063274	2.30338626369129	2.0856839555326	2.23011690503232	2.13593250475694	2.12317313745697	2.15873662862916	2.22948397689473	2.23009296532187	2.0176827639492	2.3479440146047
SEC61G	5.55786885302385	5.31174193074502	5.35419964904731	5.73286220075171	5.39563921834602	5.3668275210216	5.4121677060149	5.38431058375772	5.41863964351768	5.65238839662124	5.50026510521605	5.36956250781098	5.37662914805419	5.48779996804441	5.38747300636518	5.72053648493079	5.51130025165723	5.57140673405174	5.85842972762083	5.70278181303813
LANCL2	6.39946373661244	6.8570491099266	6.47965138454041	6.53777585363089	6.44722175422369	6.43711020071284	6.5553538969318	6.17410787728032	6.09010127862863	6.48917185414588	6.54808496233939	6.52262906614323	6.38473765451058	6.41454702526538	6.5246928248326	6.19999733703064	6.45547277503278	6.56579443054985	6.39444502113012	6.45057990763428
FIGNL1	5.71059375835691	5.61863460243066	5.89963098021692	5.96811964778259	5.7671669259718	6.04064022883301	5.99422210348127	6.2487350101442	5.66249329898845	6.03459209359427	5.94880986631999	5.69513316677255	5.70039089912581	5.67538238326264	5.58563183653519	5.8400438872529	5.88162989778391	5.5623245808489	5.7076948455651	6.24847678533236
DDC	4.1937298956211	4.24088527725372	4.56504460692496	3.5812652043653	4.20358578908055	4.12405779184187	4.58937842111137	4.4102423568357	3.74482908092971	4.13398463784249	4.27470708842724	4.478843777523	4.23072546089699	4.26746120491555	4.07021718327042	4.18436234032159	3.76401991869403	4.49428121259399	4.35339587153253	4.15453828847747
FTHL17	2.82206239585442	2.89387002380738	2.54541936647791	3.00096056428995	2.98574168109688	3.1549642458876	2.81660376089784	2.82885311575027	3.44922218911257	2.54810848253808	3.39316013828943	2.85897015487634	2.98975597503625	2.78881021139337	2.88219628812973	2.82977139253249	2.98430151671584	3.02457583184195	2.99256528904212	3.37735104662441
GRSF1	7.97482955679028	7.90365751721239	8.05796770324058	7.90619134588355	8.1401676880904	7.9979478204777	8.02527511087853	8.19642584297008	8.05497864086372	7.9874010021118	8.13353362062089	8.00069357813921	8.30633758662399	8.16845712706397	7.98655097652236	8.0232931885969	7.95378692079821	8.16232798362531	7.94993083954787	8.31520229801285
ENAM	2.99798800365181	2.956791202936	2.97531348072271	3.01112580611976	3.17747160647781	3.05400498491354	2.91595521209343	3.099128391998	2.9595203265972	2.68145267900674	3.23230431480799	2.95210169915343	3.02691885101473	3.00432634861003	2.90223924179321	2.91494172092422	2.75288319848689	3.1882162276421	2.99027613063005	2.95721333229009
JCHAIN	5.67902567381927	4.11122382773628	4.87901870752166	4.844343182237	5.09296441877678	4.27545593317079	4.60510832634153	3.79493230805976	4.12257120377378	3.86350325770785	5.41075629877676	4.44175807419362	6.04630735381498	5.21922336236084	4.19805979463181	4.41802781590912	3.97136586623694	4.282108797267	3.9897119440041	4.47728422270816
ANKRD17	8.82965477488076	8.93078658039541	8.87334614715254	8.88942736719414	8.90860440219677	8.98442672791698	8.82451497867499	8.88338170989029	8.8296500027965	8.94923401139253	8.68268923337982	8.93796376790694	8.96366862454914	8.77459336296523	8.82142946761473	8.92694487486418	8.84608536070903	8.88866663880313	8.90552237682253	8.97198231997999
UTP3	6.03418297831177	5.96214707328151	6.00752759044511	6.0064885879572	6.0499211948785	6.16251874328529	6.10640442896235	5.75630423094499	6.01445636453259	5.80576033051002	5.95170028938865	6.04907630104875	5.97515896262513	5.98919000659298	6.03632344449301	5.63748617314762	6.01336276818103	6.06429800676296	6.03220435300355	5.97206706344857
ITGB4	9.66453634573859	9.75783643801537	9.43583080487625	9.6232474400117	9.61546051600129	9.34720802286336	9.69882197970121	9.50551907847785	9.62293943504928	9.53928893151266	9.64377994132021	9.76339016817044	9.54186331870603	9.40884647425612	9.48727272573824	9.4185877904833	9.60356063733941	9.51040943395288	9.59874237656352	9.38971651791446
WBP2	7.36123028689588	7.23543564760309	6.96397897053151	7.29286865115291	7.20090867833072	7.04410625123539	7.02259648265535	6.98953513159405	7.15535930742902	7.23866640883765	7.00178159559126	7.1448722315544	6.89909613685041	7.10854873878639	6.86279205555112	7.24535938877072	6.80257276435729	6.77744014262398	7.04426142980406	7.11045097745711
H3F3B	11.1617422449561	11.4464677274104	10.9006875696463	11.2935956391439	11.0751433495362	11.1548381075185	11.0762865690918	10.8105577841932	11.2133213602844	11.3734620514597	10.951294203578	10.9801684143363	10.9012428357679	10.8084703573382	11.0282186895818	10.9348239729427	10.8269302047377	10.9534160387372	10.9401074395671	11.0977339575655
UNK	7.47389747143971	7.39996220686695	7.13962887590776	7.16621691096964	7.41491081057002	7.23877119354418	7.20436779575244	7.27341564106695	7.19200731758696	7.30292461727157	7.25138894760607	7.44768107121972	7.21743111348961	7.11202774552753	7.12990336638261	7.07781467538853	7.28801261743567	6.97558076303843	7.11224605445751	7.15888232385604
TRIM47	6.25815910787736	6.42105640939987	5.83932806366332	5.78694808060371	6.18819475235559	6.32433866378107	6.12477747798665	5.90233187508235	6.0928579085737	6.29724442803395	6.28998714925333	5.85796685864397	5.65343493354888	6.20193943896708	6.35809144233146	6.3944678526309	5.97373958217451	5.6674840846391	6.24151216803865	6.18021820918273
ZRANB2	9.3094527586176	8.70186925706068	8.91340282091992	8.31858656372565	9.24388329875361	9.21709865678026	8.78776852487148	9.29681749452241	9.14888686246731	9.34203252381927	8.94455017674553	9.16077517210705	9.46863363426554	8.87231194070994	9.28767082403785	9.09068393221665	9.41223723772181	8.94788928882128	9.26613613758513	9.01569758920655
EIF5A	5.50858390994904	5.56629011189843	5.49698396561398	5.47244483196451	5.22252163877217	5.4364715089069	5.64606249177775	5.84229169684053	5.47512817970639	5.74946957537937	5.54549203049013	5.33929897882914	5.49843931485472	5.25376592464401	5.27896111254911	5.20063374947343	5.14612471594007	5.19372538281926	5.64158941367851	5.7576081637149
KDM6B	7.21351182267525	7.68730304011797	7.22407098072792	7.42476948067518	7.47214640014309	7.22874882518504	7.50292634392148	7.16930809184966	7.1219455004956	7.42311417873073	7.43460952007701	7.28865400327451	7.18306086182812	7.32253228575234	7.03499077852247	7.26279283051499	7.15058233951991	6.92989328030625	7.32913679917769	7.48499822536747
CLEC10A	5.76245361905102	5.693608289482	5.8393692182271	5.53563931267916	5.37214270286778	6.22615510791816	5.87124403586191	4.98248169589147	5.00917738054573	5.24171380178478	5.51053390941107	5.46034917726139	5.42993987828804	5.51040025724183	6.1266146285271	6.71426560811205	5.33052028126052	5.48438650592976	5.77283459604112	5.46979992559828
SLC52A1	3.51593599692758	3.5282918026492	3.91827184059744	3.57232771105536	4.17452582743197	3.62825882870337	4.25200668474859	3.2130800593573	4.04571730099898	3.96005834410458	4.34721952075274	4.02945768861071	3.48984639020025	3.72103793760033	3.51457622220197	3.94453191800253	3.7057953141652	3.78773009880999	3.33154675450885	4.1024215900034
GUCY2D	4.09472578937524	3.81468877704845	3.94963359196204	4.21610705158331	3.87164049375284	4.37653196329719	4.20559958758696	3.93008989511535	3.93764530834128	4.20242079839357	4.25565018171543	4.13885719763366	3.93332388763707	3.79041040654052	4.16148337755631	3.93051662666182	3.91728024933546	4.14653759240888	4.08200182475141	4.02046449364518
XAF1	6.5315068898567	6.65649896439035	7.11855962848388	6.87091535232175	6.93356707175607	7.0677208957754	6.84588504074628	6.69795869922855	6.73557771952296	6.9449490848511	6.79115972025963	7.07929956021953	6.69408851729789	6.73648808297838	7.00320069425576	7.03666122459211	7.42243885777474	6.94802634623417	6.56324213181984	7.73709685381061
DLG4	5.02094974952583	4.83839724718456	4.66252099168798	4.988548837146	4.65540747201184	4.76132980871033	4.65939372112832	4.61121797834034	4.77855763322746	4.72762389452086	4.68860880927789	4.87437576751323	4.72397639044121	4.78930145140101	4.86177084235747	5.02077176306821	4.95592368267504	4.96490811307925	5.0024859534317	4.56561470665404
RIDA	5.42500021984144	4.5060512277987	5.11038294420771	5.04224358656027	5.15662203512459	5.54211560205681	5.04519811007284	5.63748406609407	5.55389121082333	5.62438519541759	5.56438025684728	4.88094507646293	4.85160893540762	5.680237483578	4.91474568810407	5.2493488332707	5.68345881736116	5.54778664172351	5.36432449737129	5.31815692947374
VPS13B	8.59294917645938	8.66170323867023	8.501382101736	8.3195203284334	8.68873861181696	8.63167486892433	8.45315540902343	8.34934408596053	8.44502660182869	8.59151851333408	8.32133058665785	8.74554035986645	8.73131880370298	8.38373739851768	8.46802647324474	8.55914807699384	8.75310367272257	8.5771636182879	8.80872452161959	8.49044536479658
RGS22	3.1963807258222	3.15597995716043	3.21598813792473	3.20125539939308	3.08450515710459	3.42303561480024	3.22242143796502	3.12588713131801	3.36773647300535	3.00735076128727	2.9200735629231	3.20371032239307	3.34917265395035	3.46212111708841	3.04360340330688	3.40775962698468	3.2760680210291	3.15441556670765	3.23081953374075	3.23803555592578
MATN2	5.97522681587513	5.96578946757379	6.00179964928784	6.06038453358734	6.02314944151964	5.89639499862527	5.77260188961481	5.78722470939309	5.87282693016275	5.76332157296998	5.74847572849799	5.87673857326492	6.18849408491708	5.92315053617219	5.95692459947419	5.7946902856406	6.0030413531195	6.18071653896688	6.17666511957005	5.84975905640102
REEP2	4.84820718582834	5.25669839974824	5.07719996676081	4.96056390418263	5.09237127436002	5.08834569805436	5.18220739426235	4.87072267472653	4.76298676771622	4.88529187041062	4.92420359625034	4.95214694570748	4.651585777347	4.95061212314928	5.1239022767334	5.32415305537048	4.82273369000799	4.90791801298895	5.16523637926717	4.80631819819569
PCBD2	5.48331838075779	5.57936851539937	5.07988266377949	5.35633924107655	5.53592225053594	5.40566460663071	5.14505626215019	5.57455588279742	5.07697968250078	5.44235582312303	5.13952085609439	5.41206576170984	5.41398137082257	5.32290229049277	5.28255646100628	5.28543143911958	5.28808932820484	5.26363126169162	5.28344077210433	5.71381027220436
SDF2	6.48150196480776	6.65203150403545	6.58455971566714	6.39074118884492	6.6455659909764	6.36663994528369	6.42648441673149	6.55748401348524	6.44922435015417	6.69724742700513	6.44272818640941	6.75714746161782	6.45347572022609	6.65758632550162	6.71370581737069	6.49339926529705	6.62489727807039	6.4702748613632	6.50603783007889	6.88427460453154
FLOT2	6.70276533460864	6.86634885925487	6.90663955329088	6.96348502629492	6.89196976858983	6.91840232867983	6.83154870936141	6.45628410873712	6.54183334840162	6.56797715193845	6.9208447632618	6.83861438552444	6.54004681304453	7.04502176345629	7.16755770216313	7.06600592495031	6.82377038029588	6.87563112134691	6.91909835668919	6.80106887379798
ERAL1	6.81228290607668	6.94526898589089	6.76817541713677	7.09231009381583	6.98301910356223	6.84755188840456	7.05376862292643	6.79878201717162	6.87945441668841	6.81882988499102	6.95741212381313	6.74721665545462	6.92347118394546	6.85430478144447	6.57034785434259	6.53545665523477	6.86928141340646	6.78732531637491	6.84022653669694	7.04185329768176
PRMT7	6.15694191737626	6.09416322976306	6.1939246689365	5.91783667740414	6.14174956424775	5.7551108978051	5.98214999315323	5.79070038007005	5.75492168913541	5.96301544365928	6.07008301963164	6.30955789532678	6.06039838458957	5.89154587960984	5.8011847570793	5.88984508037944	6.31477676127945	5.89255081101765	6.19460892128211	6.20202375110919
NIP7	7.69117022913152	7.7551094026475	7.60947282027911	7.62773792696419	7.6035582141061	7.60756311957669	7.46341174117039	7.81297464288956	7.67056839178012	7.50676343990383	7.53571480860959	7.41800365231286	7.37514754415689	7.73451148306429	7.60647580784231	7.78404272552015	7.34139902949115	7.52751744979728	7.35838098423195	7.8050978780252
TERF2	8.20174116074629	8.30627533560925	7.86941227374286	8.29146416695558	7.89609268481483	8.16232663681769	7.99367011553943	7.77160427008276	7.91769873480326	8.11414781790777	7.94350298758807	7.90097158554129	7.87548422830461	8.09005179760616	7.91846677814467	8.16930061909674	7.89817781853265	7.96432713313115	7.99579413428938	8.0150067544343
VPS4A	9.12416039334787	9.3189899204053	9.03023957587552	9.33382145110751	9.17445891724353	8.88707390230791	9.14070383641582	8.97522098945564	8.96579315383313	9.01825565060526	9.20947506255796	9.1882815094752	8.99590666177162	9.01661242567589	9.14035155062353	8.86970442970828	8.92997549381786	8.94891582324846	9.00159197975824	9.12551234153404
MTSS1L	7.23531128435568	7.24752264107639	7.10500134498082	6.87859660362225	7.24253103857875	7.1046422455863	7.28045848215364	7.14666916782429	7.06407635864364	7.27866218587072	7.19290758642962	7.3919194151371	7.04667819307824	7.30045336511862	7.17549165175231	7.28133306678092	7.18234448822327	6.84924863205547	6.71965075636003	7.24873523832623
HSPA12B	5.62807998344689	6.00153412299589	6.23087260490985	5.61495358627711	5.4151572339576	5.99633439689044	5.77285754171203	5.48861217825486	5.87182933534413	5.34273625105717	5.79245506229124	5.72003891417943	5.53724080783056	6.01231394443224	6.40039463519311	6.45423110152063	5.71962459998776	5.83615295120363	5.92531501551884	5.55320245177218
ANKEF1	6.38693326961876	6.03497888494961	6.25899625164028	6.33654647951855	6.41631700337542	6.27558436853406	6.56482892627083	5.95331752289499	5.89073617818749	6.07274213358072	6.31704979965953	6.47365621187587	6.60721856495676	6.16445612631971	5.88787757260508	6.22416083515495	5.91714940839209	5.85859035195165	6.0003080852657	6.63006360004619
SCP2D1	2.46132652949409	2.11934996869553	2.30485795795449	2.3367233192114	2.22487263536713	2.14067232704538	2.22252746859125	2.14560235608876	2.03016863369665	2.14995669378994	2.28305824987377	2.23764297558752	2.21456661010172	2.10559495716198	2.58954882665927	2.06254669797682	2.09863833837705	2.10521936829222	2.08934830270658	2.13735519562076
PCED1A	6.56494904230504	6.57737715184667	6.4334976567561	6.38960037077671	6.53306020345716	6.51661505362893	6.67603947220442	6.31137722610343	6.16889231360087	6.64003295353248	6.44635922101449	6.70808044535546	6.29940520423107	6.42158778437535	6.28958880132702	6.39726428114192	6.63542500276239	6.47966560428132	6.53434711640697	6.1809672543458
SNAP25	4.28742197547039	3.85413004006651	4.458718801262	4.20946791207631	4.34306994788965	4.04852795303925	4.28622456743818	3.91938298112974	4.12768835026419	4.26115019920179	4.19010745849746	3.96934039667877	4.67164327415332	4.84173135541055	4.45382460197339	4.45286544918766	4.87285698536451	4.89454452717837	4.14176667759283	4.3580831460135
BTBD3	6.09950864233398	6.27007460887615	6.41527964856314	5.88980746777517	6.17313284385084	6.33958157242564	6.23222153844129	6.34177187673905	5.97875489518916	6.34931727048182	6.06541721644433	6.17130634919488	6.32405815278745	6.14073048072402	5.44397850706155	5.90428219808352	6.16645876710084	5.84643319436302	6.48741183803148	6.44090083482552
PCNA	7.43205473304099	7.30784658138978	7.29909114948485	7.66762144221736	7.14411318718327	7.44468489446614	7.49972045587065	7.51421106490402	7.27446630261857	7.44279657964877	7.84510105747392	7.4072042483651	7.47822633034861	7.43451013271622	7.33735982832131	7.55070393788736	7.24884413540171	7.31488973014036	7.02225314455107	7.51484048463062
NXT1	4.88255406896626	5.31261774270645	4.68153140961847	5.25500346864562	4.58280767098878	4.91846044737942	4.89401160101128	5.13980512028606	4.66050514833509	4.85892523593322	4.90279274663069	5.26253813585746	4.37716350936902	4.75064639814616	5.01639577704358	4.61341576438545	4.73828756528473	4.99359607720708	4.78917478958519	4.91151490661814
POLR3F	6.50325947111375	6.84879979825343	6.46499996781081	6.53507994651539	6.56391716572299	6.67493592067248	6.38085344392286	6.60927042051671	6.62345422221788	6.52344940663184	6.26401626522502	6.56771731507755	6.83601895762055	6.51797721041595	6.64843319991083	6.45794903247539	6.72353357075373	6.26383947824953	6.54853867913091	6.3922628989026
RIN2	8.1420469735146	7.89801981599101	8.15025225534844	8.26908624753031	8.10186375382343	8.15386071313148	8.40838345689866	8.18828457185756	8.11562205244291	8.14822958465651	8.16003302883964	8.07966437481076	7.90248763716405	8.33696386186953	8.36157966662224	8.32042671549293	8.39361433361434	8.16966708740099	8.18672386046971	8.17139717657368
PTPRA	8.98963446224039	9.20215637635098	8.87998091326033	8.9927848027803	8.86581784304456	8.86582836251795	8.92668829643422	8.86791444535161	9.17854574448477	8.71027794010626	9.11595373279087	9.05782996629764	9.14007503378653	8.89563445549824	9.06989290706606	8.73396624722001	8.92167052981405	9.16493625793177	8.97256789890994	9.03231063801856
DAP3	7.12262123193245	7.17289934432537	6.83583001723246	6.86057864131977	6.80150532180235	6.75029891938178	7.01957182740012	6.98469636132676	6.86788725463382	7.05606653611354	6.80639628231919	6.74742505432174	7.10060007903801	6.7104868984834	6.73682944034863	6.88485652931363	6.8585010796624	6.95962626468557	6.65513441853429	6.79098624060591
RHBG	5.47445678027212	5.76888345877775	5.44056468692479	5.08009674528641	4.85076868285183	5.2521069516589	5.36518707686513	5.53033513072604	5.54908374676575	5.61851753930342	5.34870863800617	5.34710806581139	5.7321293510821	4.91804458618197	4.97896096122421	5.28489601348115	5.51849489188743	5.02274398852729	5.49647367933717	4.87358693088141
KIAA0907	7.45489174629169	7.24744854575638	7.30180941837892	7.00119188137635	7.49641589211627	7.44063068459207	7.39217319775104	7.91352585829946	7.37927406831377	7.72675140007664	7.35671269080844	7.73097738661106	7.5541903012799	7.34422938458677	7.01608297568116	7.30323130825711	7.66508469001156	7.16811296453054	7.48258012693585	7.38118820455218
ATP1A4	3.71689682303455	3.44031828600008	3.5392273856979	3.20844106695769	3.35393067578338	3.17359150204921	3.38383342940917	3.62582910148924	3.52139386261942	3.36578406747703	3.43794736379028	3.1132330446127	3.46582711757561	3.72820696224902	3.7401516999696	3.27125265880158	3.37558123872177	3.64635724066258	3.49632703084378	3.44667297046108
NES	5.97833308277425	5.80959421930737	6.12921815696292	6.11198488808379	6.42081629893072	6.30171786669002	5.98221506245783	5.46940142332165	6.37680579322667	5.58558142025103	6.11673126091274	5.91071670344712	5.82329701314174	6.67765731003418	6.41113842172487	6.53129801340044	6.28096829412533	6.47369685419197	6.10075320540029	5.68364287013896
BCAN	4.72005959439106	6.21080205102535	5.68395156915866	5.73560849994232	5.54675103893	5.28503058191791	5.58378714634352	5.89021727415813	5.76803527979465	6.15889967394599	5.61009302376844	5.51461722505589	6.09315223424385	4.95942265848621	4.97009683769222	5.64605836815138	4.70448780838623	4.6882719254704	5.15994309243041	6.17338925565693
CRP	3.86601040073815	3.60464558428499	3.28526766139026	3.67258585144355	3.61744583421184	3.37636707737753	3.49714929006887	3.67358917639706	3.55114011470692	3.32258537117664	3.41243690361995	3.5823927860861	3.22970545375434	3.64484756093985	3.3734567822386	3.41996520764055	3.65125242440695	3.45716951399669	3.61989806902814	3.49837914725736
ARHGEF11	7.10433912153299	7.2175652748459	7.10916004747105	7.14230331009166	6.84076454244387	7.13344740567361	7.25745637460971	7.25221470542493	7.20424262956853	7.22833900452676	7.09296740626685	7.13417220079601	7.03122635199328	7.04807591786228	7.05320581484914	7.03714688688147	6.99121581050053	6.93320921712289	6.93592737269781	7.06842888878339
RAB25	8.27778228039472	7.98035260554418	7.92378704725283	7.78502105595373	7.89245972046827	8.13550534104713	8.26085578553229	8.26349555631894	8.16747660170533	8.35541017986824	8.18175813606037	8.04965372083215	7.74036884680202	7.95704553353322	7.4068702549123	7.84925927060118	7.61103352963608	7.66183064353801	7.53196085002074	8.17643538780835
HAPLN2	3.86164340290477	3.93546402806019	3.71119319105412	3.46395285755903	3.69419553635354	3.83122413402822	3.84250517759798	3.66392665656786	3.76080760592998	3.59645141261299	4.25453442071947	3.94347460322594	3.73723829136548	3.55262899706582	3.88715306437921	3.56319609977953	3.94352434915517	3.75991932491004	3.73230001192987	4.11490266250434
APCS	2.29703715517735	2.23157261563532	2.30030374874761	2.29279800005694	2.36963143218443	2.32475520094903	2.09438996095317	2.49353099084368	2.85358689095841	2.20417546724927	2.64528230004841	2.77924429142252	2.24541671755124	2.8725098277061	2.21764003921125	2.28163481442856	2.26890624441373	2.22912050072168	2.53864690352141	2.57923996953935
